Date,Open,High,Low,Close,Adj Close,Volume
28/11/2023,482.3599854,483.230011,474.730011,478.2099915,478.1455078,40149100
29/11/2023,483.7900085,487.6199951,478.6000061,481.3999939,481.335083,38200500
30/11/2023,480.2399902,481.1000061,464.2200012,467.7000122,467.6369629,52624700
01/12/2023,465.25,472,461.8699951,467.6499939,467.5869446,36880900
04/12/2023,460.769989,460.769989,450.1000061,455.1000061,455.0386658,43754300
05/12/2023,454.6600037,466,452.7099915,465.6600037,465.6381531,37171800
06/12/2023,472.1499939,473.8699951,454.1199951,455.0299988,455.008667,38059000
07/12/2023,457,466.2900085,456.0400085,465.9599915,465.9381409,35082300
08/12/2023,465.9500122,477.4100037,465.5,475.0599976,475.0377197,35880300
11/12/2023,474.9100037,475.3099976,458.2999878,466.269989,466.2481079,50972800
12/12/2023,460.4599915,476.6600037,460.4599915,476.5700073,476.5476379,37238700
13/12/2023,476.2900085,485.9400024,476.0799866,480.8800049,480.8574524,44779200
14/12/2023,483.8999939,486.7000122,474.2200012,483.5,483.4773254,39123200
15/12/2023,481.9400024,494.0400085,481.2000122,488.8999939,488.8770752,47947800
18/12/2023,494,504.3299866,491.5,500.769989,500.7464905,41258700
19/12/2023,494.2399902,497,488.9500122,496.0400085,496.0167542,46444400
20/12/2023,496.5499878,499.9899902,480.980011,481.1099854,481.0874023,39789400
21/12/2023,488.1099854,490.9500122,484.1900024,489.8999939,489.8770142,30042500
22/12/2023,491.9500122,493.8299866,484.6700134,488.2999878,488.2770691,25213900
26/12/2023,489.6799927,496,489.6000061,492.7900085,492.7669067,24420000
27/12/2023,495.1099854,496.7999878,490.8500061,494.1700134,494.1468201,23364800
28/12/2023,496.4299927,498.8399963,494.1199951,495.2200012,495.1967773,24658700
29/12/2023,498.1300049,499.9700012,487.5100098,495.2200012,495.1967773,38869000
02/01/2024,492.4400024,492.9500122,475.9500122,481.6799927,481.6574097,41125400
03/01/2024,474.8500061,481.8399963,473.2000122,475.6900024,475.6676941,32089600
04/01/2024,477.6700134,485,475.0799866,479.980011,479.957489,30653500
05/01/2024,484.6199951,495.4700012,483.0599976,490.9700012,490.9469604,41456800
08/01/2024,495.1199951,522.75,494.7900085,522.5300293,522.5054932,64251000
09/01/2024,524.0100098,543.25,516.9000244,531.4000244,531.3751221,77310000
10/01/2024,536.1599731,546,534.8900146,543.5,543.4744873,53379600
11/01/2024,549.9899902,553.460022,535.5999756,548.2199707,548.1942749,59675900
